Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	14.67868 150.0559 11.60022		66.73651	FALSE		0																
20002	2	3	14.67868 150.0559 11.60022		66.73651	FALSE		0																
#A区																								
1001	102701	2	20.85266 150.0559 18.45626		224.0397	FALSE	15|16	10110		0														
1002	102701	2	22.39296 150.0559 15.93639		252.511	FALSE	15|16	10110		0														
1003	102701	2	34.7051 150.0559 16.86231	28.1929 150.0559 16.49714	265.5766	FALSE	15|16	10110		1		28.1929 150.0559 16.49714												
1004	102703	2	24.47239 150.0559 13.73437	27.75892 150.0559 22.25508	0	FALSE	15|16	10220		1		27.75892 150.0559 22.25508												
1005	102703	2	30.83928 150.0559 23.49147		200.3021	FALSE	15|16	10220		0														
1006	102703	2	34.269 150.0559 22.04732		232.9043	FALSE	15|16	10220		0														
#B区																								
2001	102702	2	49.30927 150.0559 33.7545		231.421	FALSE	17	10120		0														
2002	102702	2	51.99387 150.0559 41.86672	44.26166 150.0559 38.67566	103.4669	FALSE	15|16	10120		1		44.26166 150.0559 38.67566												
2003	102702	2	42.9694 150.0559 44.12284		103.4668	FALSE	15|16|17	10120		0														
2004	102703	2	46.44731 150.0559 33.30452		81.48153	FALSE	15|16	10220		0														
2005	102703	2	48.52654 150.0559 31.23459		20.86821	FALSE	15|16	10220		0														
2006	102703	2	45.20881 150.0559 46.83516		143.681	FALSE	15|16	10220		0														
2007	102703	2	48.0752 150.0559 47.46095		204.2944	FALSE	15|16	10220		0														
#C区																								
3001	102704	2	40.0517 150.0559 69.96532		164.3752	FALSE	15|16	10210		0														
3002	102702	2	46.03184 150.0559 65.90824		210.429	FALSE	15|16|17	10120		0														
3003	102702	2	37.43529 150.0559 70.02525		135.3829	FALSE	15|16|17	10120		0														
3004	102703	2	39.14575 150.0559 63.79848		145.4575	FALSE	15|16	10220		0														
3005	102703	2	42.60902 150.0559 65.08225		172.6573	FALSE	15|16	10220		0														
3006	102703	2	42.51283 150.0559 71.66502		186.3351	FALSE	15|16	10220		0														
