Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	83.77634 150.0906 12.4185		0	FALSE		0																
20002	2	3	83.77634 150.0906 12.4185		0	FALSE		0																
#A区																								
1001	2031	2	78.24584 150.0569 20.86615		176.797	FALSE	15|16|17	20001		0														
1002	2031	2	80.14543 150.0569 19.22811		234.2123	FALSE	15|16|17	20001		0														
1003	2031	2	76.45352 150.0569 19.28327		155.2839	FALSE	15|16|17	20001		0														
1004	2031	2	65.84306 150.0569 20.75103		289.2623	FALSE	15|16|17	20001		0														
1005	2031	2	64.46038 150.0569 23.60336		181.7715	FALSE	15|16|17	20001		0														
1006	2031	2	73.04816 150.0569 30.45167		204.4792	FALSE	15|16|17	20001		0														
1007	2032	2	70.69588 150.0569 31.49515		159.6844	FALSE	15|16|17	20002		0														
1008	2032	2	63.19614 150.0715 21.55416		75.25449	FALSE	15|16|17	20002		0														
#B区																								
2001	1061	2	48.72955 150.0127 32.84939		113.9883	FALSE	15|16|17	20001		0														
2002	1061	2	51.28056 150.0127 34.35057		197.2883	FALSE	15|16|17	20001		0														
2003	1061	2	50.45521 150.0127 31.25412		344.9369	FALSE	15|16|17	20001		0														
2004	1061	2	56.82185 150.0127 42.43589		4.553937	FALSE	15|16|17	20001		0														
2005	1061	2	42.24835 150.0127 41.40464		333.095	FALSE	15|16|17	20001		0														
2006	1061	2	43.85825 150.0127 43.68854		265.5427	FALSE	15|16|17	20001		0														
2007	1062	2	55.46684 150.0547 43.58323		202.7923	FALSE	15|16|17	20002		0														
2008	1062	2	42.182 150.0251 43.21919		115.4012	FALSE	15|16|17	20002		0														
#C区																								
3001	1012	2	37.56456 151.256 55.19553		182.6022	FALSE	15|16|17	4		0														
3002	1012	2	35.97462 151.256 53.61852		41.5716	FALSE	15|16|17	4		0														
3003	1011	2	38.04832 151.256 53.20935		302.9348	FALSE	15|16|17	3		0														
3004	1012	2	45.93839 151.256 63.40563		236.2638	FALSE	15|16|17	4		0														
3005	1011	2	32.88223 151.256 62.28339		302.9348	FALSE	15|16|17	3		0														
3006	1012	2	30.79768 151.256 62.0844		47.801	FALSE	15|16|17	4		0														
3007	1011	2	31.61962 151.256 64.0385		162.9308	FALSE	15|16|17	3		0														
3008	1012	2	36.70137 151.256 72.31021		286.0924	FALSE	15|16|17	4		0														
3009	1011	2	34.54172 151.256 70.43015		346.9976	FALSE	15|16|17	3		0														
3010	1013	2	34.16029 151.2508 73.01112		124.9275	FALSE	15|16|17	5		0														
3011	1015	2	44.52654 151.3215 65.37001		233.851	FALSE	15|16|17	5		0														
