Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	35.786 165.6058 8.570489		106.4497	FALSE		0																
20002	2	3	35.786 165.6058 8.570489		106.4497	FALSE		0																
#A区																								
1001	203201	2	43.23634 165.6058 4.226491		315.0483	FALSE	15|16|17	20001		0														
1002	203201	2	42.04441 165.6058 2.740617		315.0483	FALSE	15|16|17	20001		0														
1003	203203	2	44.26278 165.6058 2.880699		311.6683	FALSE	15|16|17	20002		0														
1004	203203	2	51.95847 165.6058 9.983782		263.4837	FALSE	15|16|17	20002		0														
1005	203203	2	52.05807 165.6058 7.164403		276.5622	FALSE	15|16|17	20002		0														
1006	203202	2	43.01562 165.6058 2.184632		311.2549	FALSE	15|16|17	20001		0														
1007	203202	2	46.84997 165.8468 14.30234		210.3006	FALSE	15|16|17	20001		0														
1008	203202	2	50.603 165.6058 12.89277		210.3006	FALSE	15|16|17	20001		0														
#B区																								
2001	203201	2	53.69262 166.9066 34.22431		216.9915	FALSE	15|16|17	20001		0														
2002	203201	2	51.87097 166.9066 35.59484		215.5557	FALSE	15|16|17	20001		0														
2003	203201	2	36.56988 166.9066 50.32632		157.9395	FALSE	15|16|17	20001		0														
2004	203201	2	42.6976 166.9066 41.87646	46.68975 166.9066 36.46516	148.1367	FALSE	15|16|17	20001		1		46.68975 166.9066 36.46516												
2005	203203	2	55.92816 166.9066 27.93547		221.2702	FALSE	15|16|17	20002		0														
2006	203203	2	36.9012 166.9066 52.26181		155.8887	FALSE	15|16|17	20002		0														
2007	203202	2	41.19629 166.9062 42.53477	45.18845 166.9062 37.12345	155.4542	FALSE	15|16|17	20001		1		45.18845 166.9062 37.12345												
2008	203202	2	38.50153 166.9062 51.30339		147.7994	FALSE	15|16|17	20001		0														
2009	203202	2	42.93877 166.9062 43.63481	46.93095 166.9062 38.22348	154.8454	FALSE	15|16|17	20001		1		46.93095 166.9062 38.22348												
#C区																								
3001	203201	2	54.25983 166.9066 85.62232		212.7802	FALSE	15|16|17	20001		0														
3002	203201	2	56.74043 166.9066 83.99099		212.7802	FALSE	15|16|17	20001		0														
3003	203201	2	42.17146 166.9066 78.38408		158.7177	FALSE	15|16|17	20001		0														
3004	203201	2	39.71413 166.9066 76.8103		158.7177	FALSE	15|16|17	20001		0														
3005	203203	2	54.9776 166.9066 88.24802		209.2654	FALSE	15|16|17	20002		0														
3006	203203	2	58.64641 166.9066 86.01353		226.2413	FALSE	15|16|17	20002		0														
3007	203203	2	58.35399 166.9066 75.61833		253.7992	FALSE	15|16|17	20002		0														
3008	203204	2	56.21499 166.9062 86.45944		213.7557	FALSE	15|16|17	20001		0														
3009	203202	2	40.27737 166.9062 78.86585		159.6932	FALSE	15|16|17	20001		0														
3010	203202	2	57.90765 166.9062 74.00017		242.7073	FALSE	15|16|17	20001		0														
3011	203202	2	56.6196 166.9062 76.48859		241.1145	FALSE	15|16|17	20001		0														
