Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	15.03524 150.0559 10.20451		48.91457	FALSE		0																
20002	2	3	15.03524 150.0559 10.20451		48.91457	FALSE		0																
#A区																								
1001	201201	2	19.07992 150.0559 18.26133		203.2072	FALSE	15|16	10110		0														
1002	201201	2	21.65184 150.0559 17.74721		229.1697	FALSE	15|16	10110		0														
1003	201201	2	35.05544 150.0559 16.82473		291.6868	FALSE	15|16	10110		0														
1004	201201	2	33.92535 150.0559 19.21054		256.2166	FALSE	15|16	10110		0														
1005	201202	2	19.87184 150.0559 20.08088		159.4514	FALSE	15|16	10120		0														
1006	201202	2	35.85521 150.0559 19.6728		212.4608	FALSE	15|16	10120		0														
1007	201202	2	32.92523 150.0559 14.63045	24.4139 150.0559 19.06106	212.4609	FALSE	15|16	10120		1		24.4139 150.0559 19.06106												
#B区																								
2001	201203	2	50.9329 150.0559 35.63033		268.9181	FALSE	15|16|17	10120		0														
2002	201203	2	49.81593 150.0559 46.00423	46.70422 150.0559 38.38593	172.37	FALSE	15|16|17	10120		1		46.70422 150.0559 38.38593												
2003	201203	2	44.43295 150.0559 46.34493		172.37	FALSE	15|16|17	10120		0														
2004	201201	2	49.01693 150.0559 34.17836		255.8161	FALSE	15|16	10110		0														
2005	201201	2	48.58822 150.0559 36.34255		203.3603	FALSE	15|16	10110		0														
2006	201201	2	43.99277 150.0559 43.93432		106.8122	FALSE	15|16	10110		0														
2007	201201	2	46.09396 150.0559 44.60702		159.268	FALSE	15|16	10110		0														
#C区																								
3001	201204	2	39.767 150.0559 68.87056		158.8643	FALSE	15|16	10130		0														
3002	201203	2	40.81591 150.0559 65.38895		161.3258	FALSE	17	10120		0														
3003	201203	2	37.20454 150.0559 72.54355		161.3258	FALSE	15|16|17	10120		0														
3004	201201	2	37.27364 150.0559 68.92008		136.3032	FALSE	15|16	10110		0														
3005	201201	2	41.59797 150.0559 70.18607		175.4959	FALSE	15|16	10110		0														
3006	201201	2	35.96271 150.0559 70.92751		161.2945	FALSE	15|16	10110		0														
3007	201202	2	34.97236 150.0559 66.66608		110.2313	FALSE	15|16	10120		0														
3008	201202	2	42.83663 150.0559 71.28258		195.9029	FALSE	15|16	10120		0														
