Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	81.1947 150.0092 11.00685		-44.93192	FALSE		0																
20002	2	3	81.1947 150.0092 11.00685		-44.93192	FALSE		0																
#A区																								
1001	102402	2	73.6801 150.0092 27.85685	67.81377 150.0092 19.17708	352.0216	FALSE	15|16	20001		1		67.81377 150.0092 19.17708												
1002	102401	2	75.34549 150.0092 27.36774	69.47916 150.0092 18.68797	117.3577	FALSE	15|16	20001		1		69.47916 150.0092 18.68797												
1003	102402	2	76.56773 150.0092 26.3277	70.7014 150.0092 17.64792	352.0216	FALSE	15|16	20001		1		70.7014 150.0092 17.64792												
1004	102401	2	64.93448 150.0092 27.20671		126.9568	FALSE	15|16	20001		0														
1005	102402	2	62.95106 150.0092 26.75775		124.8943	FALSE	15|16	20001		0														
1006	102402	2	65.00147 150.0092 29.37211		134.2092	FALSE	15|16	20001		0														
#B区																								
2001	102402	2	48.13482 150.0092 30.84384		93.45703	FALSE	15|16	20001		0														
2002	102402	2	48.52678 150.0092 33.05792		108.7958	FALSE	15|16	20001		0														
2003	102402	2	49.42871 150.0092 35.32112		108.8508	FALSE	15|16	20001		0														
2004	102403	2	44.70133 150.0092 41.2517		117.8297	FALSE	15|16	20002		0														
2005	102402	2	46.72052 150.0092 43.46601		150.7604	FALSE	15|16	20001		0														
2006	102402	2	48.90628 150.0092 44.41675		177.7156	FALSE	15|16	20001		0														
2007	102403	2	51.35611 150.0092 44.35065		198.229	FALSE	15|16	20002		0														
#C区																								
3001	102403	2	38.87579 151.5599 65.84433		167.2679	FALSE	15|16	20002		0														
3002	102403	2	29.97392 151.5599 63.56674		145.886	FALSE	15|16	20002		0														
3003	102403	2	35.2275 151.5599 64.92012		145.886	FALSE	15|16	20002		0														
3004	102403	2	32.1558 151.5599 64.07796		145.886	FALSE	15|16	20002		0														
3005	102404	2	37.01747 151.5599 65.4772		167.268	FALSE	15|16	20002		0														
3006	102403	2	44.42899 151.5599 66.8681		195.9697	FALSE	15|16	20002		0														
3007	102403	2	41.25868 151.5599 66.72204		168.3862	FALSE	15|16	20002		0														
3008	102405	2	36.81056 151.4957 62.19908		179.4685	FALSE	15|16	0		0														
3009	102405	2	41.32623 151.4957 63.18237		169.9579	FALSE	15|16	0		0														
3010	102405	2	32.5494 151.4957 60.80064		3.413079	FALSE	15|16	0		0														
3011	102405	2	38.667 151.4957 58.8244		155.0982	FALSE	15|16	0		0														
3012	102405	2	45.4776 151.6316 63.43559		161.0738	FALSE	15|16	0		0														
3013	102405	2	34.90697 151.75 58.3225		170.4929	FALSE	15|16	0		0														
3014	102405	2	42.3838 151.4957 60.19197		181.8903	FALSE	15|16	0		0														
3015	102405	2	47.06391 151.5318 60.32846		330.0262	FALSE	15|16	0		0														
3016	102405	2	30.03209 151.4957 57.59727		186.3104	FALSE	15|16	0		0														
3017	102405	2	28.84111 151.4957 60.04866		156.2316	FALSE	15|16	0		0														
