Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	21.8557 151.7408 34.37307		133.0492	FALSE		0																
20002	2	3	21.8557 151.7408 34.37307		133.0492	FALSE		0																
#A区																								
1001	101801	2	25.27165 151.7408 25.2545		344.3356	FALSE	15|16	20001		0														
1002	101801	2	27.9628 151.7408 26.71822		312.5742	FALSE	15|16	20001		0														
1003	101801	2	38.29176 151.7408 29.75614		254.1651	FALSE	15|16	20001		0														
1004	101802	2	27.68237 151.7492 24.1409		334.4811	FALSE	15|16	20001		0														
1005	101802	2	36.28264 151.7492 30.06363		126.0873	FALSE	15|16	20001		0														
1006	101802	2	36.75401 151.7492 27.69849		356.3338	FALSE	15|16	20001		0														
#B区																								
2001	101801	2	58.64714 149.8663 40.55875		273.7073	FALSE	15|16	20001		0														
2002	101801	2	58.21434 149.8663 42.86201		248.3955	FALSE	15|16	20001		0														
2003	101801	2	53.28734 149.8663 50.41666		150.2438	FALSE	15|16	20001		0														
2004	101801	2	55.50594 149.8663 51.17168		175.5555	FALSE	15|16	20001		0														
2005	101803	2	60.65457 149.977 41.87946		267.8921	FALSE	15|16	20002		0														
2006	101803	2	53.91392 149.977 52.97155		169.7403	FALSE	15|16	20002		0														
2007	101803	2	52.72768 149.977 45.91657		169.7403	FALSE	15|16	20002		1		59.76186 149.977 48.04009												
#C区																								
3001	101804	2	39.11119 149.9106 68.08298		148.2254	FALSE	15|16	20001		0														
3002	101801	2	39.61409 149.9095 59.73928		109.5392	FALSE	15|16	20001		0														
3003	101801	2	38.14058 149.9095 62.492		109.5392	FALSE	15|16	20001		0														
3004	101801	2	44.96251 149.9095 65.67242		164.4573	FALSE	15|16	20001		0														
3005	101801	2	43.03066 149.9095 67.66135		159.8634	FALSE	15|16	20001		0														
3006	101801	2	37.08692 149.9095 69.11765		120.9724	FALSE	15|16	20001		0														
3007	101803	2	36.77184 149.898 59.53962		93.15195	FALSE	15|16	20002		0														
3008	101803	2	46.18507 149.898 67.3447		187.8248	FALSE	15|16	20002		0														
