Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	11.11871 143.6775 18.14791		72.57137	FALSE		0																
20002	2	3	11.11871 143.6775 18.14791		72.57137	FALSE		0																
#A区																								
1001	101702	2	20.85752 143.6775 22.72426		250.767	FALSE	15|16	20001		0														
1002	101702	2	19.49763 143.6775 24.60175		229.1524	FALSE	15|16	20001		0														
1003	101702	2	30.6935 143.6775 21.45365		269.4812	FALSE	15|16	20001		0														
1004	101702	2	30.0079 143.6775 23.66819		247.8667	FALSE	15|16	20001		0														
1005	101703	2	20.35649 143.6775 26.31264		227.8053	FALSE	15|16	20002		0														
1006	101703	2	31.22124 143.6775 18.8894		247.7498	FALSE	15|16	20002		1		23.44156 143.6775 19.50357												
#B区																								
2001	101701	2	42.36129 143.6775 38.47165		209.1415	FALSE	15|16	20001		0														
2002	101701	2	51.35942 143.6775 31.59853		275.5036	FALSE	15|16	20001		0														
2003	101701	2	51.20947 143.6775 34.29147		253.8899	FALSE	15|16	20001		0														
2004	101702	2	45.1502 143.6775 37.62683		220.695	FALSE	15|16	20001		0														
2005	101703	2	43.76783 143.6775 39.96817		218.9093	FALSE	15|16	20002		0														
2006	101703	2	54.07362 143.6775 32.76638		243.7338	FALSE	15|16	20002		0														
#C区																								
3001	101704	2	79.07658 146.7574 36.90927		49.8748	FALSE	15|16	20004		0														
3002	101702	2	75.03996 146.7574 35.94113		214.0275	FALSE	15|16	20001		0														
3003	101702	2	78.95363 146.7574 30.16722		280.9407	FALSE	15|16	20001		0														
3004	101702	2	82.05096 146.7574 36.39599		338.9143	FALSE	15|16	20001		0														
3005	101703	2	74.61322 146.7574 37.5913		215.9669	FALSE	15|16	20002		0														
3006	101703	2	80.10107 146.7574 31.04282		282.7492	FALSE	15|16	20002		0														
