Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	44.992 150.1471 8.447393		55.33	FALSE		0																
20002	2	3	44.992 150.1471 8.447394		55.33	FALSE		0																
#A区																								
1001	202201	2	52.74976 150.0237 10.57445		276.1357	FALSE	15|16|17	10110		0														
1002	202201	2	58.6877 150.0237 17.49671		55.3235	FALSE	15|16|17	10110		0														
1003	202201	2	53.61009 150.0237 16.19992		343.2439	FALSE	15|16|17	10110		0														
1004	202202	2	54.63763 150.0229 9.677409		301.486	FALSE	15|16|17	10120		0														
1005	202202	2	51.06583 150.0229 17.75663		111.5594	FALSE	15|16|17	10120		0														
1006	202202	2	61.59191 150.0229 18.41138		264.2877	FALSE	15|16|17	10120		0														
1007	202203	2	53.72169 150.0233 19.42644		201.7341	FALSE	15|16|17	10120																
1008	202203	2	59.2489 150.0233 20.17574		191.3707	FALSE	15|16|17	10120																
#B区																								
2001	202204	2	56.36861 151.3477 43.89796		312.5034	FALSE	15|16|17	10220		0														
2002	202204	2	52.25355 151.3477 44.99135		103.8918	FALSE	15|16|17	10220		0														
2003	202204	2	55.01995 151.3477 46.56342		207.5282	FALSE	15|16|17	10220		0														
2004	202201	2	55.89704 151.3209 36.90841		179.2458	FALSE	15|16|17	10110		0														
2005	202201	2	47.93295 151.3209 39.25216		148.7691	FALSE	15|16|17	10110		0														
2006	202202	2	54.37113 151.3212 39.28081		138.3312	FALSE	15|16|17	10120		0														
2007	202202	2	48.9725 151.3224 41.50693		156.9126	FALSE	15|16|17	10120		0														
2008	202203	2	57.19176 151.3297 39.032		201.734	FALSE	15|16|17	10120																
2009	202203	2	45.62094 151.3259 39.97726		130.0654	FALSE	15|16|17	10120																
#C区																								
3001	202204	2	45.00765 152.2834 64.28323		325.6866	FALSE	15|16|17	10220		0														
3002	202204	2	45.77991 152.2834 69.37505		228.6976	FALSE	15|16|17	10220		0														
3003	202204	2	40.86849 152.2834 63.50146		36.16637	FALSE	15|16|17	10220		0														
3004	202204	2	51.64896 152.2834 63.77379		157.8462	FALSE	15|16|17	10220		0														
3005	202204	2	48.18646 152.2834 60.78449		120.9999	FALSE	15|16|17	10220		0														
3006	202203	2	43.61721 152.2648 67.29692		64.59894	FALSE	15|16|17	10120		0														
3007	202203	2	42.43432 152.2648 65.65678		189.8648	FALSE	15|16|17	10120		0														
3008	202205	2	40.84866 152.3429 67.94844		134.7461	FALSE	15|16|17	10210		0														
