Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	80.7537 160.5778 19.60533		-107.6398	FALSE		0																
20002	2	3	80.7537 160.5778 19.60533		-107.6398	FALSE		0																
#A区																								
1001	102602	2	65.79558 159.978 18.32596		116.6194	FALSE	15|16	20002		0														
1002	102602	2	68.21152 159.978 24.40428		205.5151	FALSE	15|16	20002		0														
1003	102601	2	66.73718 159.978 15.2351	70.88309 159.978 21.96357	38.4693	FALSE	15|16	20001		1		70.88309 159.978 21.96357												
1004	102601	2	68.56406 159.978 13.98089	72.70997 159.978 20.70937	36.52077	FALSE	15|16	20001		1		72.70997 159.978 20.70937												
1005	102601	2	62.52825 159.978 24.35311		131.2681	FALSE	15|16	20001		0														
1006	102601	2	65.60008 159.978 26.0818		165.954	FALSE	15|16	20001		0														
#B区																								
2001	102603	2	48.94081 157.8191 49.98825		152.1768	FALSE	15|16	20001		0														
