Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	21.0438 151.7354 34.51892		131.9516	FALSE		0																
20002	2	3	21.0438 151.7354 34.51892		131.9516	FALSE		0																
#A区																								
1001	201501	2	27.93595 151.7354 27.1426		320.9091	FALSE	15|16	20001		0														
1002	201501	2	29.10806 151.7354 28.68275		297.4606	FALSE	15|16	20001		0														
1003	201501	2	38.11124 151.7354 28.90267		266.7906	FALSE	15|16	20001		0														
1004	201501	2	38.64909 151.7354 26.86657		266.7906	FALSE	15|16	20001		0														
1005	201502	2	29.68406 151.7548 27.09735		309.5432	FALSE	15|16	20001		0														
1006	201502	2	33.30152 151.7548 29.45552		271.6701	FALSE	15|16	20001		0														
1007	201502	2	39.5635 151.7548 28.18776		271.6701	FALSE	15|16	20001		0														
#B区																								
2001	201501	2	56.09762 149.9774 42.95246		217.5962	FALSE	15|16	20001		0														
2002	201501	2	57.30208 149.9774 41.51133		234.8796	FALSE	15|16	20001		0														
2003	201501	2	54.42622 149.9774 50.30097		189.2196	FALSE	15|16	20001		0														
2004	201501	2	52.55371 149.9774 50.44676		171.9362	FALSE	15|16	20001		0														
2005	201503	2	57.79663 149.9771 42.84751		243.9182	FALSE	15|16	20002		0														
2006	201503	2	53.81623 149.9771 51.58854		198.2583	FALSE	15|16	20002		0														
2007	201503	2	56.98988 149.9771 49.99308	54.91241 149.9771 44.61393	243.9182	FALSE	15|16	20002		1		54.91241 149.9771 44.61393												
#C区																								
3001	201504	2	40.97929 149.8521 64.62257		144.8691	FALSE	15|16	20001		0														
3002	201501	2	40.4323 149.8532 62.60412		132.9424	FALSE	15|16	20001		0														
3003	201501	2	42.89172 149.8532 64.7955		140.6232	FALSE	15|16	20001		0														
3004	201502	2	45.73706 149.8755 67.67528		187.4296	FALSE	15|16	20001		0														
3005	201502	2	37.59475 149.8755 60.85207		85.5899	FALSE	15|16	20001		0														
3006	201503	2	38.05653 149.8481 63.84057		112.2972	FALSE	15|16	20002		0														
3007	201503	2	42.58447 149.8481 66.88368		156.1763	FALSE	15|16	20002		0														
3008	201503	2	39.7373 149.8481 66.3466		143.1363	FALSE	15|16	20002		0														
