Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	24.31675 159.986 20.82811		36	FALSE		0																
20002	2	3	24.31675 159.986 20.82811		36	FALSE		0																
#A区																								
1001	203401	2	26.43079 159.986 32.61998		169.8271	FALSE	15|16|17	20002		0														
1002	203401	2	33.19385 159.986 21.59052		278.7309	FALSE	15|16|17	20002		0														
1003	203401	2	24.45202 159.986 32.09412		169.8271	FALSE	15|16|17	20002		0														
1004	203402	2	33.159 159.9861 23.28634		265.0861	FALSE	15|16|17	20001		0														
1005	203402	2	35.93859 159.9861 28.90623		260.1134	FALSE	15|16|17	20001		0														
1006	203402	2	36.30436 159.9861 26.86163		260.1134	FALSE	15|16|17	20001		0														
1007	203403	2	25.12773 159.9861 33.76809		169.8271	FALSE	15|16|17	20002		0														
1008	203403	2	37.64451 159.9861 28.18493		260.1134	FALSE	15|16|17	20002		0														
#B区																								
2001	203401	2	40.23203 164.6228 70.48911		169.8271	FALSE	15|16|17	20002		0														
2002	203401	2	49.81857 164.6228 68.0768		230.2461	FALSE	15|16|17	20002		0														
2003	203402	2	42.61824 164.6228 70.73406		175.6346	FALSE	15|16|17	20001		0														
2004	203402	2	51.20957 164.6228 66.12253		236.0536	FALSE	15|16|17	20001		0														
2005	203402	2	37.40466 164.6228 61.17373		166.6973	FALSE	15|16|17	20001		0														
2006	203402	2	35.38193 164.6228 60.16917		162.3766	FALSE	15|16|17	20001		0														
2007	203403	2	41.29508 164.6228 72.18299		178.3852	FALSE	15|16|17	20002		0														
2008	203403	2	51.60536 164.6228 67.71251		240.5046	FALSE	15|16|17	20002		0														
2009	203403	2	35.7004 164.6228 62.37912		152.7124	FALSE	15|16|17	20002		0														
#C区																								
3001	203401	2	86.43228 167.616 46.82656		260.83	FALSE	15|16|17	20002		0														
3002	203401	2	85.13683 167.616 52.10641		262.8242	FALSE	15|16|17	20002		0														
3003	203403	2	70.0976 167.616 44.24161		331.5142	FALSE	15|16|17	20002		0														
3004	203402	2	68.06976 167.6161 44.98973		335.0914	FALSE	15|16|17	20001		0														
3005	203402	2	76.20502 167.6161 52.70029		234.0541	FALSE	15|16|17	20001		0														
3006	203402	2	74.92358 167.6161 54.45084		228.8928	FALSE	15|16|17	20001		0														
3007	203402	2	70.81696 167.6161 46.10196		335.0914	FALSE	15|16|17	20001		0														
3008	203404	2	86.83996 167.6161 49.90081		255.7114	FALSE	15|16|17	20002		0														
3009	203403	2	76.90436 167.6161 54.41594		235.6628	FALSE	15|16|17	20002		0														
