Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	23.48927 150.0869 14.12683		73.32375	FALSE		0																
20002	2	3	23.48927 150.0869 14.12683		73.32375	FALSE		0																
#A区																								
1001	201801	2	34.30084 150.0869 23.35794		181.5269	FALSE	15|16	20002		0														
1002	201801	2	41.21976 150.0869 14.71132		299.7724	FALSE	15|16	20002		0														
1003	201801	2	40.98779 150.0869 21.1045		231.5526	FALSE	15|16	20002		0														
1004	201801	2	39.03503 150.0869 25.66838		181.5269	FALSE	15|16	20002		0														
1005	201802	2	35.17384 149.9611 18.6908		244.3274	FALSE	15|16	20001		0														
1006	201802	2	35.76309 149.9611 17.26609		224.0753	FALSE	15|16	20001		0														
1007	201802	2	38.16212 149.9611 24.65854		194.4786	FALSE	15|16	20001		0														
#B区																								
2001	201803	2	39.40117 150.0925 50.17289		235.4698	FALSE	15|16	20002		0														
2002	201803	2	41.52393 150.0925 56.16556		216.5215	FALSE	15|16	20002		0														
2003	201803	2	35.80352 150.0925 53.24435		154.0821	FALSE	15|16	20002		0														
2004	201802	2	32.8251 150.0925 47.44335		331.1414	FALSE	15|16	20001		0														
2005	201802	2	34.14985 150.0925 47.38402		356.3526	FALSE	15|16	20001		0														
2006	201802	2	38.39284 150.0925 50.20897		207.8805	FALSE	15|16	20001		0														
2007	201802	2	40.55853 150.0925 55.87226		188.9322	FALSE	15|16	20001		0														
#C区																								
3001	201804	2	68.83727 150.0925 70.37717		236.7953	FALSE	15|16	20001		0														
3002	201801	2	65.69841 150.0925 68.11258		231.2187	FALSE	15|16	20002		0														
3003	201803	2	71.0894 150.0925 65.62839		270.8619	FALSE	15|16	20002		0														
3004	201803	2	73.39642 150.0925 68.63754		270.8618	FALSE	15|16	20002		0														
3005	201803	2	63.69637 150.0925 73.14461		197.8375	FALSE	15|16	20002		0														
3006	201803	2	68.30618 150.0925 74.40067		202.9657	FALSE	15|16	20002		0														
3007	201802	2	63.81476 150.0925 68.47906		231.2187	FALSE	15|16	20001		0														
3008	201802	2	64.5316 150.0925 66.95708		243.2309	FALSE	15|16	20001		0														
