Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	22.97198 159.9175 7.25788		53.97685	FALSE		0																
20002	2	3	22.97198 159.9175 7.25788		53.97685	FALSE		0																
#A区																								
1001	103701	2	45.08661 159.9107 28.48552		206.7366	FALSE	15|16	20001		0														
1002	103701	2	48.53801 159.9107 26.16003		226.9449	FALSE	15|16	20001		0														
1003	103703	2	37.91938 159.9222 20.32438		169.8762	FALSE	15|16	20002		0														
1004	103703	2	44.16483 159.9222 23.47928		217.5074	FALSE	15|16	20002		0														
1005	103702	2	37.15889 159.9175 15.65895		217.4105	FALSE	15|16	20001		0														
1006	103702	2	38.03357 159.9175 13.81961		238.5552	FALSE	15|16	20001		0														
1007	103702	2	43.404 159.9175 22.27719		200.804	FALSE	15|16	20001		0														
1008	103702	2	41.58631 159.9175 23.196		179.6591	FALSE	15|16	20001		0														
#B区																								
2001	103701	2	54.56437 157.9143 46.3497		110.6099	FALSE	15|16	20001		0														
2002	103701	2	56.51727 157.9143 49.58471		137.8332	FALSE	15|16	20001		0														
2003	103703	2	62.93291 157.9199 45.68516		209.2753	FALSE	15|16	20002		0														
2004	103703	2	60.4814 157.9199 50.59171		180.9234	FALSE	15|16	20002		0														
2005	103702	2	63.7709 157.9183 41.31823		236.6232	FALSE	15|16	20001		0														
2006	103702	2	63.11076 157.9183 42.99109		220.5087	FALSE	15|16	20001		0														
2007	103702	2	61.56726 157.9183 49.77104		208.2713	FALSE	15|16	20001		0														
#C区																								
3001	103704	2	33.47615 155.8979 54.82611		103.8186	FALSE	15|16	50110		0														
3002	103703	2	32.9398 155.8981 49.29205		13.30637	FALSE	15|16	20002		0														
3003	103703	2	34.72593 155.8981 60.2541		172.6226	FALSE	15|16	20002		0														
3004	103702	2	35.37379 155.8985 52.72816		96.0452	FALSE	15|16	20001		0														
3005	103702	2	35.78704 155.8985 55.83487		109.158	FALSE	15|16	20001		0														
