Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	81.22865 150.0578 13.48213		-82.03003	FALSE		0																
20002	2	3	81.22865 150.0578 13.48213		-82.03003	FALSE		0																
#A区																								
1001	203602	2	60.11692 150.0578 14.48572		84.66291	FALSE	15|16|17	10120		0														
1002	203602	2	60.14631 150.0578 22.16842		136.0313	FALSE	15|16|17	10120		0														
1003	203602	2	66.06856 150.0578 23.20291		178.9662	FALSE	15|16|17	10120		0														
1004	203602	2	58.38898 150.0578 27.57434		156.1202	FALSE	15|16|17	10120		0														
1005	203601	2	67.81454 150.0578 15.10303		97.80704	FALSE	15|16	10110		0														
1006	203601	2	69.18095 150.0578 16.7116		110.0201	FALSE	15|16	10110		0														
1007	203601	2	62.52589 150.0578 21.0814		129.2285	FALSE	15|16	10110		0														
1008	203601	2	60.70633 150.0578 20.01193		117.0155	FALSE	15|16	10110		0														
#B区																								
2001	203602	2	36.67302 148.3725 38.64857		89.7598	FALSE	15|16|17	10120		0														
2002	203602	2	32.98919 148.3725 35.26734		71.46545	FALSE	15|16|17	10120		0														
2003	203602	2	32.60399 148.3725 43.83904		117.9031	FALSE	15|16|17	10120		0														
2004	203602	2	39.95927 148.3725 46.64874		192.0478	FALSE	15|16|17	10120		0														
2005	203603	2	38.25661 148.3725 40.65269		119.7547	FALSE	15|16	10220		0														
#C区																								
3001	203605	2	32.83561 146.5462 73.43936		175.3996	FALSE	15|16	10210		0														
3002	203604	2	29.57375 146.5462 68.21323		171.8108	FALSE	15|16	10220		0														
3003	203604	2	33.15823 146.5462 68.82828		191.7267	FALSE	15|16	10220		0														
3004	203604	2	36.4604 146.5462 75.24969		190.3873	FALSE	15|16	10220		0														
3005	203604	2	26.7923 146.5462 73.42429		135.0381	FALSE	15|16	10220		0														
3006	203604	2	40.90619 146.5462 71.2825		244.615	FALSE	15|16	10220		0														
