Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	80.36098 150.0578 13.32099		-83.79102	FALSE		0																
20002	2	3	80.36098 150.0578 13.32099		-83.79102	FALSE		0																
#A区																								
1001	102101	2	64.42047 150.0578 12.44823		71.59075	FALSE	15|16	10110		0														
1002	102101	2	64.84818 150.0578 15.20302		114.9058	FALSE	15|16	10110		0														
1003	102101	2	62.3774 150.0578 14.90171		114.9057	FALSE	15|16	10110		0														
1004	102101	2	55.62794 150.0578 18.63807		114.9057	FALSE	15|16	10110		0														
1005	102102	2	65.0115 150.0578 22.10935		163.9392	FALSE	15|16	10120		0														
1006	102102	2	53.46963 150.0578 17.968		102.9549	FALSE	15|16	10120		0														
1007	102102	2	57.32647 150.0578 27.48957	65.78086 150.0578 20.62561	102.9549	FALSE	15|16	10120		1		65.78086 150.0578 20.62561												
#B区																								
2001	102103	2	39.78671 148.3725 47.9842		197.4713	FALSE	17	10120		0														
2002	102103	2	28.59369 148.3725 42.88102		115.7608	FALSE	17	10120		0														
2003	102101	2	36.83948 148.3725 35.7316		98.86794	FALSE	15|16	10110		0														
2004	102101	2	37.48793 148.3725 39.35863		110.5075	FALSE	15|16	10110		0														
2005	102101	2	34.6888 148.3725 38.41052		110.5075	FALSE	15|16	10110		0														
2006	102101	2	38.09099 148.3725 46.67063		191.7225	FALSE	15|16	10110		0														
2007	102101	2	30.61868 148.3725 45.54882		166.9798	FALSE	15|16	10110		0														
#C区																								
3001	102104	2	32.89474 146.5462 76.18053		179.4305	FALSE	15|16	10110		0														
3002	102103	2	28.18312 146.5462 70.17039		158.9971	FALSE	17	10120		0														
3003	102103	2	41.56258 146.5462 73.63316		196.9861	FALSE	17	10120		0														
3004	102101	2	27.56615 146.5462 67.65253		11.76219	FALSE	15|16	10110		0														
3005	102101	2	30.42952 146.5462 68.75848		316.6291	FALSE	15|16	10110		0														
3006	102101	2	39.47527 146.5462 72.54954		214.7781	FALSE	15|16	10110		0														
3007	102101	2	37.97782 146.5462 74.28658		214.778	FALSE	15|16	10110		0														
3008	102101	2	31.32396 146.5462 74.90309		161.2044	FALSE	15|16	10110		0														
