Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	45.44269 150.04 9.457684		64.73885	FALSE		0																
20002	2	3	45.44269 150.04 9.457684		64.73885	FALSE		0																
#A区																								
1001	102201	2	53.11309 150.04 14.61286		188.2274	FALSE	15|16	10110		0														
1002	102201	2	55.11557 150.04 12.90982		238.5454	FALSE	15|16	10110		0														
1003	102201	2	56.19516 150.04 9.664912	50.21485 150.04 12.87036	282.1812	FALSE	15|16	10110		1		50.21485 150.04 12.87036												
1004	102201	2	59.56835 150.04 21.38999		224.4199	FALSE	15|16	10110		0														
1005	102201	2	57.2108 150.04 22.55284		174.1019	FALSE	15|16	10110		0														
1006	102202	2	53.09984 150.0409 19.49911		172.9286	FALSE	15|16	10120		0														
1007	102202	2	61.84317 150.0409 21.16657		257.3898	FALSE	15|16	10120		0														
#B区																								
2001	102201	2	54.30804 151.3224 38.55902		154.1018	FALSE	15|16	10110		0														
2002	102201	2	52.40812 151.3224 37.20908		128.7778	FALSE	15|16	10110		0														
2003	102201	2	50.46961 151.3224 44.94365		26.53519	FALSE	15|16	10110		0														
2004	102201	2	52.69796 151.3224 44.26073		1.211106	FALSE	15|16	10110		0														
2005	102203	2	50.14675 151.3264 38.09373		129.0961	FALSE	15|16	10220		0														
2006	102203	2	58.69967 151.3264 40.91881		223.5285	FALSE	15|16	10220		0														
2007	102203	2	52.3867 151.3264 46.65302		200.3869	FALSE	15|16	10220		0														
#C区																								
3001	102204	2	46.99791 152.3088 66.52149		160.97	FALSE	15|16	10210		0														
3002	102203	2	45.07132 152.3093 63.06131		0	FALSE	15|16	10220		0														
3003	102203	2	50.44484 152.3093 64.88437		323.0617	FALSE	15|16	10220		0														
3004	102203	2	40.89136 152.3093 66.69269		135.5043	FALSE	15|16	10220		0														
3005	102203	2	41.79538 152.3093 61.35307	49.25732 152.3093 57.85898	63.9172	FALSE	15|16	10220		1		49.25732 152.3093 57.85898												
