Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	12.42467 150.0363 42.68108		104.6982	FALSE		0																
20002	2	3	12.42467 150.0363 42.68108		104.6982	FALSE		0																
#A区																								
1001	103504	2	32.0853 150.0363 23.88174		1.53044	FALSE	15|16	10210		0														
1002	103503	2	28.02601 150.0325 31.18781		330.5875	FALSE	15|16	10220		0														
1003	103503	2	31.39306 150.0325 34.09801		296.901	FALSE	15|16	10220		0														
1004	103503	2	34.7535 150.0325 22.74391		327.1668	FALSE	15|16	10220		0														
1005	103503	2	44.30224 150.0325 31.74718		271.5444	FALSE	15|16	10220		0														
1006	103503	2	45.18065 150.0325 28.71062		271.5445	FALSE	15|16	10220		0														
#B区																								
2001	103505	2	68.58772 151.0656 53.96256		225.7694	FALSE	15|16	10130		0														
2002	103505	2	75.25156 151.0656 61.19392		225.7694	FALSE	15|16	10130		0														
2003	103502	2	63.68098 151.0656 54.3428		166.2086	FALSE	15|16|17	10120		0														
2004	103502	2	72.95701 151.0656 53.38214		283.416	FALSE	15|16|17	10120		0														
2005	103502	2	70.81684 151.0656 61.87073		166.2086	FALSE	15|16|17	10120		0														
2006	103501	2	60.94969 151.0656 49.68922		202.4085	FALSE	15|16	10110		0														
2007	103501	2	64.62321 151.0656 46.80934		238.7996	FALSE	15|16	10110		0														
