Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	32.1 151.0305 26.50934		0	FALSE		0																
20002	2	3	32.1 151.0305 26.50934		0	FALSE		0																
#																								
80001	80001	2	18.98617 151.0305 27.50934		0	FALSE		10110																
80002	80002	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80003	80003	2	18.98617 151.0305 27.50934		0	FALSE		10220																
80004	80004	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80005	80005	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80006	80006	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80007	80007	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80008	80008	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80009	80009	2	18.98617 151.0305 27.50934		0	FALSE		20001																
80010	80010	2	18.98617 151.0305 27.50934		0	FALSE		10530																
81001	81001	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81002	81002	2	18.98617 151.0305 27.50934		0	FALSE		10130																
81003	81003	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81004	81004	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81005	81005	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81006	81006	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81007	81007	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81008	81008	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81009	81009	2	18.98617 151.0305 27.50934		0	FALSE		20001																
81010	81010	2	18.98617 151.0305 27.50934		0	FALSE		10210																
82001	82001	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82002	82002	2	18.98617 151.0305 27.51136		0	FALSE		10120																
82003	82003	2	18.98617 151.0305 27.51136		0	FALSE		10120																
82004	82004	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82005	82005	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82006	82006	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82007	82007	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82008	82008	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82009	82009	2	18.98617 151.0305 27.51136		0	FALSE		20002																
82010	82010	2	18.98617 151.0305 27.51136		0	FALSE		20002																
83001	83001	2	18.98617 151.0305 27.51237		0	FALSE		10150																
83002	83002	2	18.98617 151.0305 27.51237		0	FALSE		50121																
83003	83003	2	18.98617 151.0305 27.51237		0	FALSE		50110																
83004	83004	2	18.98617 151.0305 27.51237		0	FALSE		50130																
