Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	26.5695 159.9055 9.534847		52.59033	FALSE		0																
20002	2	3	26.5695 159.9055 9.534847		52.59033	FALSE		0																
#A区																								
1001	102501	2	43.64186 159.9055 27.2182		207.5372	FALSE	15|16	20001		0														
1002	102501	2	46.41161 159.9055 25.11293		233.6421	FALSE	15|16	20001		0														
1003	102503	2	41.62868 159.9117 12.68044	33.54865 159.9117 16.22915	322.093	FALSE	15|16	20002		1		33.54865 159.9117 16.22915												
1004	102503	2	40.55491 159.9117 24.94658	49.72684 159.9117 19.81468	228.3934	FALSE	15|16	20002		1		49.72684 159.9117 19.81468												
1005	102503	2	49.95776 159.9117 23.07164		255.5171	FALSE	15|16	20002		0														
1006	102502	2	39.81556 159.9169 12.41133	31.73552 159.9169 15.96005	332.6309	FALSE	15|16	20001		1		31.73552 159.9169 15.96005												
1007	102502	2	38.84966 159.9169 23.98935	48.02159 159.9169 18.85744	155.5333	FALSE	15|16	20001		1		48.02159 159.9169 18.85744												
#B区																								
2001	102501	2	55.92606 157.9154 49.03714		125.3512	FALSE	15|16	20001		0														
2002	102501	2	54.81778 157.9154 47.28295		119.379	FALSE	15|16	20001		0														
2003	102503	2	63.81686 157.9187 41.14749		261.1474	FALSE	15|16	20002		0														
2004	102503	2	61.44867 157.9187 48.8097		195.2342	FALSE	15|16	20002		0														
2005	102503	2	58.67511 157.9187 51.42591		181.0778	FALSE	15|16	20002		0														
2006	102502	2	62.27 157.9214 44.30837		246.2095	FALSE	15|16	20001		0														
2007	102502	2	63.42508 157.9214 43.18378		246.2094	FALSE	15|16	20001		0														
#C区																								
3001	102504	2	32.89008 155.8979 54.4068		98.4158	FALSE	15|16	20001		0														
3002	102501	2	33.99442 155.8979 52.69171		91.6076	FALSE	15|16	20001		0														
3003	102501	2	34.35351 155.8979 55.74508		104.4424	FALSE	15|16	20001		0														
3004	102503	2	28.41883 155.8983 54.18119		87.19687	FALSE	15|16	20002		0														
3005	102502	2	31.66256 155.8979 58.88799		164.5154	FALSE	15|16	20001		0														
3006	102502	2	30.69923 155.8979 57.98905		157.6104	FALSE	15|16	20001		0														
3007	102502	2	31.23458 155.8979 50.15569		40.68938	FALSE	15|16	20001		0														
3008	102502	2	29.99691 155.8979 50.60762		47.59435	FALSE	15|16	20001		0														
