Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	12.27743 150.0351 41.95173		106.179	FALSE		0																
20002	2	3	12.27743 150.0351 41.95173		106.179	FALSE		0																
#A区																								
1001	103803	2	38.10086 150.0416 33.19685		194.86	FALSE	15|16	20002		0														
1002	103806	2	36.1861 150.0416 23.5785		2.194616	FALSE	15|16	20002		0														
1003	103801	2	29.32936 150.0351 30.73032		317.8567	FALSE	15|16	20001		0														
1004	103805	2	31.21471 150.0351 31.77225		284.8788	FALSE	15|16	20001		0														
1005	103802	2	39.34223 150.0351 29.22487		255.5728	FALSE	15|16	20001		0														
1006	103802	2	38.20817 150.0351 27.39346		288.5506	FALSE	15|16	20001		0														
1007	103803	2	29.04552 150.0328 24.52751		4.742431	FALSE	15|16	20002		0														
1008	103803	2	44.04302 150.0328 31.9968		253.4053	FALSE	15|16	20002		0														
1009	103806	2	44.81076 150.0328 25.77186		284.9684	FALSE	15|16	20002		0														
#B区																								
2001	103807	2	63.60603 151.0656 49.68583		222.317	FALSE	15|16	20001		0														
2002	103803	2	65.74437 151.0656 52.14285		220.2257	FALSE	15|16	20002		0														
2003	103806	2	73.98542 151.0656 54.50955		239.528	FALSE	15|16	20002		0														
2004	103803	2	67.73556 151.0656 59.81658		209.4339	FALSE	15|16	20002		0														
2005	103806	2	59.96362 151.0656 49.69181		209.8046	FALSE	15|16	20002		0														
2006	103803	2	64.45901 151.0656 45.97179		233.8095	FALSE	15|16	20002		0														
2007	103806	2	71.88505 151.0656 58.0045		223.3835	FALSE	15|16	20002		0														
