Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	19.70694 148.0821 20.56544		91.07507	FALSE		0																
20002	2	3	19.70694 148.0821 20.56544		91.07507	FALSE		0																
#第一波																								
1001	103401	2	51.70956 146.2943 46.31813		223.5932	FALSE		10110		0														
1002	103401	2	54.5918 146.2943 46.99939		223.5931	FALSE		10110		0														
1003	103401	2	54.5918 146.2943 45.11283		223.5931	FALSE		10110		0														
1004	103402	2	54.64421 146.2943 43.06907		223.5931	FALSE		10120		0														
1005	103401	2	54.5918 146.2943 45.11283		223.5931	FALSE		10110		0														
1006	103401	2	54.64421 146.2943 43.06907		223.5931	FALSE		10110		0														
1007	103402	2	33.2779 146.2943 38.1318		136.0824	FALSE		10120		0														
1008	103402	2	46.20758 146.2943 24.62046		315.4335	FALSE		10120		0														
#第二波																								
2001	103403	2	54.5918 146.2943 46.99939		223.5931	FALSE		10120		0														
2002	103402	2	54.5918 146.2943 45.11283		223.5931	FALSE		10120		0														
2003	103403	2	54.64421 146.2943 43.06907		223.5931	FALSE		10120		0														
2004	103401	2	33.2779 146.2943 38.1318		136.0824	FALSE		10110		0														
2005	103401	2	46.20758 146.2943 24.62046		315.4335	FALSE		10110		0														
2006	103401	2	51.70956 146.2943 46.31813		223.5932	FALSE		10110		0														
2007	103401	2	54.64421 146.2943 43.06907		223.5931	FALSE		10110		0														
2008	103403	2	54.5918 146.2943 46.99939		223.5931	FALSE		10120		0														
2009	103403	2	54.5918 146.2943 45.11283		223.5931	FALSE		10120		0														
#第三波																								
3001	103401	2	51.70956 146.2943 46.31813		223.5932	FALSE		10110		0														
3002	103401	2	54.5918 146.2943 45.11283		223.5931	FALSE		10110		0														
3003	103401	2	57.57885 146.2943 43.80272		223.5931	FALSE		10110		0														
3004	103403	2	54.5918 146.2943 46.99939		223.5931	FALSE		10120		0														
3005	103403	2	54.64421 146.2943 43.06907		223.5931	FALSE		10120		0														
3006	103405	2	33.2779 146.2943 38.1318		136.0824	FALSE		10210		0														
3007	103401	2	51.70956 146.2943 46.31813		223.5932	FALSE		10110		0														
3008	103401	2	57.57885 146.2943 43.80272		223.5931	FALSE		10110		0														
3009	103403	2	54.5918 146.2943 45.11283		223.5931	FALSE		10120		0														
3010	103405	2	46.20758 146.2943 24.62046		315.4335	FALSE		10210		0														
#第四波																								
4001	103405	2	54.5918 146.2943 45.11283		223.5931	FALSE		10210		0														
4002	103401	2	51.70956 146.2943 46.31813		223.5932	FALSE		10110		0														
4003	103401	2	57.57885 146.2943 43.80272		223.5931	FALSE		10110		0														
4004	103403	2	51.70956 146.2943 46.31813		223.5932	FALSE		10120		0														
4005	103403	2	57.57885 146.2943 43.80272		223.5931	FALSE		10120		0														
4006	103402	2	54.5918 146.2943 46.99939		223.5931	FALSE		10120		0														
4007	103402	2	54.64421 146.2943 43.06907		223.5931	FALSE		10120		0														
4008	103401	2	51.70956 146.2943 46.31813		223.5932	FALSE		10110		0														
4009	103406	2	33.2779 146.2943 38.1318		136.0824	FALSE		10130		0														
4010	103406	2	46.20758 146.2943 24.62046		315.4335	FALSE		10130		0														
4011	103402	2	33.2779 146.2943 38.1318		136.0824	FALSE		10120		0														
4012	103402	2	46.20758 146.2943 24.62046		315.4335	FALSE		10120		0														
#B区																								
5001	103406	2	57.08569 176.4285 47.33718		221.5163	FALSE	15|16	10130		0														
5002	103406	2	57.67026 176.4285 52.53295		200.7695	FALSE	15|16	10130		0														
5003	103406	2	63.45139 176.4285 50.88826		234.2554	FALSE	15|16	10130		0														
5004	103403	2	49.5396 146.2749 47.6265		162.4717	FALSE		10120		0														
5005	103403	2	54.00429 146.2749 52.34874		164.8536	FALSE		10120		0														
5006	103403	2	63.64084 146.2749 48.86652		245.4095	FALSE		10120		0														
5007	103401	2	52.49606 176.4285 45.84384		211.1411	FALSE		10110		0														
5008	103401	2	53.78885 176.4285 43.35069		230.1595	FALSE		10110		0														
5009	103402	2	56.33852 146.2762 42.74862		259.2141	FALSE		10120		0														
5010	103402	2	52.50264 146.2762 50.90799		175.135	FALSE		10120		0														
5011	103402	2	63.05149 146.2762 45.68877		268.1071	FALSE		10120		0														
