Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	23.75967 159.9872 21.69665		37.40681	FALSE		0																
20002	2	3	23.75967 159.9872 21.69665		37.40681	FALSE		0																
# A区																								
1001	101602	2	24.9 160 25.4		232.198	FALSE	15|16	20001		0														
1002	101602	2	27.1 160 24		249.2405	FALSE	15|16	20001		0														
1003	101602	2	28.5 160 23.4		174.829	FALSE	15|16	20001		0														
1004	101602	2	23.2 160 26.3		192.7954	FALSE	15|16	20001		0														
1005	101603	2	27.1 160 26.2		256.2681	FALSE	15|16	20001		0														
1006	101603	2	25.1 160 27.4		238.3017	FALSE	15|16	20002		0														
1007	101603	2	29.1 160 25.2		245.3258	FALSE	15|16	20002		0														
1101	101604	2	23.92 160 35.4		232.198	FALSE	15|16	20001		0														
1102	101604	2	21.6 160 35.4		249.2405	FALSE	15|16	20001		0														
1103	101604	2	26.2 160 34.8		174.829	FALSE	15|16	20001		0														
1104	101604	2	23.6 160 32.9		192.7954	FALSE	15|16	20001		0														
1105	101604	2	20.8 160 32.9		256.2681	FALSE	15|16	20001		0														
1106	101601	2	22.5 160 32.8		238.3017	FALSE	15|16	20001		0														
1107	101601	2	27.6 160 34.3		245.3258	FALSE	15|16	20002		0														
1201	101605	2	39.8 160 29.3		221.3857	FALSE	15|16	20002		0														
1202	101605	2	42 160 28.5		228.1318	FALSE	15|16	20002		0														
1203	101605	2	37.8 160 30.4		232.198	FALSE	15|16	20002		0														
1204	101607	2	39.6 160 27.5		249.2405	FALSE	15|16	20001		0														
1205	101607	2	37.4 160 28.6		174.829	FALSE	15|16	20001		0														
# B区																								
2001	101601	2	49.6 165 66.3		256.2681	FALSE	15|16	20001		0														
2002	101601	2	41.9 165 70.9		238.3017	FALSE	15|16	20001		0														
2003	101602	2	43.1 165 57.4		245.3258	FALSE	15|16	20001		0														
2004	101602	2	40.2 165 57.5		221.3857	FALSE	15|16	20001		0														
2005	101602	2	44.7 165 55.6		228.1318	FALSE	15|16	20001		0														
2006	101601	2	36.6 165 62.3		232.198	FALSE	15|16	20002		0														
2007	101601	2	51.7 165 63.4		249.2405	FALSE	15|16	20002		0														
2101	101601	2	48.3 165 54.9		174.829	FALSE	15|16	20001		0														
2102	101601	2	50.6 165 55.5		192.7954	FALSE	15|16	20001		0														
2103	101601	2	45.9 165 53.4		256.2681	FALSE	15|16	20001		0														
2104	101605	2	47.9 165 52		238.3017	FALSE	15|16	20002		0														
2105	101605	2	50.1 165 52.6		245.3258	FALSE	15|16	20002		0														
2201	101604	2	40 160 52		232.198	FALSE	15|16	20001		0														
2202	101604	2	38 160 51.6		249.2405	FALSE	15|16	20001		0														
2203	101604	2	38.8 160 50.2		174.829	FALSE	15|16	20001		0														
2204	101607	2	39.2 160 55.2		192.7954	FALSE	15|16	20002		0														
2205	101607	2	40.9 160 53.8		256.2681	FALSE	15|16	20002		0														
# C区																								
3001	101606	2	72.4 168 48.9		245.3258	FALSE	15|16	20001		0														
3101	101607	2	64.4 168 54		221.3857	FALSE	15|16	20002		0														
3102	101607	2	84.6 168 50.4		228.1318	FALSE	15|16	20002		0														
3201	101607	2	85 168 48.4		232.198	FALSE	15|16	20002		0														
3202	101607	2	64.8 168 50.6		249.2405	FALSE	15|16	20002		0														
