Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	24.93159 177.9194 13.64679		47.84117	FALSE		0																
20002	2	3	24.93159 177.9194 13.64679		47.84117	FALSE		0																
#A区																								
1001	201901	2	34.49046 177.9194 27.01117		164.5659	FALSE	15|16	20002		0														
1002	201901	2	45.93956 177.9194 29.12542		272.1552	FALSE	15|16	20002		0														
1003	201903	2	38.97969 177.9194 30.13696		212.846	FALSE	15|16	20002		0														
1004	201903	2	48.27634 177.9194 25.28862		287.1748	FALSE	15|16	20002		0														
1005	201903	2	48.38583 177.9194 33.1978		254.399	FALSE	15|16	20002		0														
1006	201902	2	32.65302 177.9194 21.53494		217.2597	FALSE	15|16	20001		0														
1007	201902	2	34.34814 177.9194 19.26967		245.9934	FALSE	15|16	20001		0														
1008	201902	2	35.62583 177.9194 26.19738		141.7603	FALSE	15|16	20001		0														
1009	201902	2	33.8661 177.9194 25.26153		123.3209	FALSE	15|16	20001		0														
1010	201902	2	44.4604 177.9194 30.24932		230.9102	FALSE	15|16	20001		0														
1011	201902	2	44.82072 177.9194 28.28905		249.3497	FALSE	15|16	20001		0														
#B区																								
2001	201904	2	65.44235 177.9194 59.22403		180.3402	FALSE	15|16	50120		0														
2002	201901	2	63.70385 177.9194 41.30735		154.0059	FALSE	15|16	20002		0														
2003	201901	2	68.72182 177.9194 41.31431		212.3757	FALSE	15|16	20002		0														
2004	201903	2	63.84085 177.9194 46.77176		155.4582	FALSE	15|16	20002		0														
2005	201903	2	68.65736 177.9194 46.71774		197.3876	FALSE	15|16	20002		0														
2006	201903	2	61.27061 177.9194 59.33735		155.4582	FALSE	15|16	20002		0														
2007	201903	2	69.96408 177.9194 59.17308		205.9004	FALSE	15|16	20002		0														
2008	201903	2	64.21777 177.9194 60.70654		180.0753	FALSE	15|16	20002		0														
2009	201903	2	66.95935 177.9194 60.59231		180.0753	FALSE	15|16	20002		0														
2010	201902	2	65.78963 177.9194 36.8373		234.0259	FALSE	15|16	20001		0														
2011	201902	2	65.90256 177.9194 35.22965		241.8068	FALSE	15|16	20001		0														
