Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	22.95289 150.0619 14.70719		71.21063	FALSE		0																
20002	2	3	22.95289 150.0619 14.70719		71.21063	FALSE		0																
#A区																								
1001	203801	2	39.29213 150.0619 17.93342		226.9294	FALSE	15|16	20001		0														
1002	203801	2	36.41665 150.0619 27.26233		156.8054	FALSE	15|16	20001		0														
1003	203802	2	41.45326 150.0862 17.20283		264.7175	FALSE	15|16	20002		0														
1004	203802	2	37.83848 150.0862 29.04634		194.5935	FALSE	15|16	20002		0														
1005	203802	2	40.89015 150.0862 25.80307	38.54492 150.0862 20.54801	264.7174	FALSE	15|16	20002		1		38.54492 150.0862 20.54801												
#B区																								
2001	203801	2	35.70621 150.0925 46.07605		195.9734	FALSE	15|16	20001		0														
2002	203801	2	33.48868 150.0925 46.47974		164.7221	FALSE	15|16	20001		0														
2003	203801	2	41.13256 150.0925 54.67629		195.9734	FALSE	15|16	20001		0														
2004	203802	2	39.28722 150.0925 49.39843		221.3191	FALSE	15|16	20002		0														
2005	203802	2	34.59264 150.0925 52.84479		132.5332	FALSE	15|16	20002		0														
2006	203802	2	40.55995 150.0925 56.06183		211.3476	FALSE	15|16	20002		0														
#C区																								
3001	203803	2	66.4118 150.0925 68.03674		240.8541	FALSE	15|16	20001		0														
3002	203802	2	69.55241 150.0925 66.93037		247.6817	FALSE	15|16	20002		0														
3003	203802	2	67.08959 150.0925 70.99268		230.4771	FALSE	15|16	20002		0														
