Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	12.39251 143.6775 16.5255		64.82848	FALSE		0																
20002	2	3	12.39251 143.6775 16.5255		64.82848	FALSE		0																
#A区																								
1001	201402	2	18.88188 143.6775 16.9542	14.24211 143.6775 24.44299	159.3279	FALSE	15|16	20001		1		14.24211 143.6775 24.44299												
1002	201402	2	16.28753 143.6775 25.31384	20.63383 143.6775 17.44707	159.3279	FALSE	15|16	20001		1		20.63383 143.6775 17.44707												
1003	201402	2	20.39524 143.6775 27.54786	25.07302 143.6775 18.91596	159.3279	FALSE	15|16	20001		1		25.07302 143.6775 18.91596												
1004	201402	2	23.7823 143.6775 29.56568	28.76464 143.6775 20.30009	159.3279	FALSE	15|16	20001		1		28.76464 143.6775 20.30009												
1005	201402	2	22.7734 143.6775 18.17939	17.84803 143.6775 26.3515	159.3279	FALSE	15|16	20001		1		17.84803 143.6775 26.3515												
1006	201402	2	27.16937 143.6775 19.54863	21.92405 143.6775 28.49286	159.3279	FALSE	15|16	20001		1		21.92405 143.6775 28.49286												
1007	201402	2	31.13295 143.6775 20.98993	25.56177 143.6775 30.62694	159.3279	FALSE	15|16	20001		1		25.56177 143.6775 30.62694												
#B区																								
2001	201401	2	48.28397 143.6775 33.1608		269.8366	FALSE	15|16	20002		0														
2002	201401	2	48.00819 143.6775 39.55263		208.2894	FALSE	15|16	20002		0														
2003	201401	2	52.47782 143.6775 37.9572		228.1087	FALSE	15|16	20002		0														
2004	201402	2	46.48923 143.6775 32.27979		264.7128	FALSE	15|16	20001		0														
2005	201402	2	46.47747 143.6775 34.09338		247.5788	FALSE	15|16	20001		0														
2006	201402	2	52.87836 143.6775 31.00257		282.1905	FALSE	15|16	20001		0														
2007	201402	2	53.66265 143.6775 32.36841		261.6321	FALSE	15|16	20001		0														
#C区																								
3001	201403	2	80.38447 146.7574 36.20825		240.1439	FALSE	15|16	20002		0														
3002	201401	2	77.1664 146.7574 37.00252		230.3444	FALSE	15|16	20002		0														
3003	201401	2	79.85329 146.7574 33.21158		241.454	FALSE	15|16	20002		0														
3004	201402	2	77.46487 146.7574 29.77299		243.1927	FALSE	15|16	20001		0														
3005	201402	2	76.39286 146.7574 31.80866		243.1927	FALSE	15|16	20001		0														
3006	201402	2	75.10515 146.7574 33.81549		236.3533	FALSE	15|16	20001		0														
3007	201402	2	73.39805 146.7574 35.70978		222.4907	FALSE	15|16	20001		0														
