Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	20.14554 156.3898 75.54687		151.9763	FALSE		0																
20002	2	3	20.14554 156.3898 75.54687		151.9763	FALSE		0																
#A区																								
1001	201301	2	25.92727 156.3898 66.4896		330.4797	FALSE	15|16	10110		0														
1002	201302	2	23.38782 156.3898 64.77788		357.6331	FALSE	15|16	10120		0														
1003	201302	2	27.14142 156.3898 64.54102		330.9825	FALSE	15|16	10120		0														
1004	201302	2	28.84603 156.3898 67.15231		301.9162	FALSE	15|16	10120		0														
#B区																								
2001	201304	2	37.83183 156.4089 37.63047		328.1251	FALSE	17	10120		0														
2002	201304	2	39.81884 156.4089 41.30383		301.4054	FALSE	17	10120		0														
2003	201304	2	33.31313 156.4089 37.78888		352.2907	FALSE	17	10120		0														
2004	201303	2	36.52559 156.4089 39.89382		329.9847	FALSE	15|16	10110		0														
#C区																								
3001	201305	2	66.29469 157.9561 34.60808		282.2986	FALSE	15|16	10130		0														
