Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	11.39438 150.036 44.21534		128.9971	FALSE		0																
20002	2	3	11.39438 150.036 44.21534		128.9971	FALSE		0																
#A区																								
1001	101499	3	11.59014 150.0351 42.55086		122.507	TRUE		20001		0														
1002	101498	3	9.818126 150.0324 41.47962		107.0507	TRUE		20001		0														
1003	101497	3	40.24026 150.0356 27.44298		0	FALSE		20001		0														
#B区																								
2001	101404	2	73.9578 151.0656 60.10411		226.2289	TRUE	15|16	10110		0														
2002	101403	2	73.73615 151.0656 65.26826		218.3151	TRUE	15|16	20002		0														
2003	101403	2	76.75691 151.0656 62.6849		226.0106	TRUE	15|16	20002		0														
2004	101403	2	79.37675 151.0656 59.90947		232.9767	TRUE	15|16	20002		0														
2005	101401	2	71.01932 151.0656 60.34966		216.6328	TRUE	15|16	10110		0														
2006	101401	2	75.43132 151.0656 56.69257		231.1038	TRUE	15|16	10110		0														
2007	101402	2	65.17331 151.0656 56.51993		208.5334	TRUE	15|16	10120		0														
2008	101402	2	67.79409 151.0656 54.3442		226.3822	TRUE	15|16	10120		0														
2009	101402	2	70.34584 151.0656 51.58472		230.8644	TRUE	15|16	10120		0														
2010	101494	2	68.71772 151.4503 49.83072		254.806	TRUE		0		0														
2011	101494	2	63.38794 151.4503 54.5719		254.806	TRUE		0		0														
2012	101494	2	64.75787 151.4503 51.67093		168.4104	TRUE		0		0														
2013	101495	2	54.61528 151.4503 45.01892		36.68932	TRUE		0		0														
2014	101495	2	58.53625 151.4503 41.0934		57.35872	TRUE		0		0														
#目标点																								
3001	101496	3	56.68842 151.0656 47.1324		0	TRUE		0		0														
3002	101496	3	56.53566 151.0656 38.98545		0	TRUE		0		0														
3003	101496	3	61.62751 151.0656 43.97546		0	TRUE		0		0														
