Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	24.68652 150.0809 14.83827		65.81151	FALSE		0																
20002	2	3	24.68652 150.0809 14.83827		65.81151	FALSE		0																
#A区																								
1001	103302	2	39.78318 150.0925 16.2072		293.5914	FALSE	15|16|17	10120		0														
1002	103302	2	32.90707 150.0925 24.26597		139.4524	FALSE	15|16|17	10120		0														
1003	103302	2	42.7802 150.0925 24.38671		228.3309	FALSE	15|16|17	10120		0														
1004	103301	2	36.73698 150.0809 19.93577		241.0391	FALSE	15|16	10110		0														
1005	103301	2	38.09307 150.0809 17.98212		262.0511	FALSE	15|16	10110		0														
1006	103301	2	39.02483 150.0809 29.87522		195.7576	FALSE	15|16	10110		0														
1007	103301	2	36.69082 150.0809 29.41903		174.7455	FALSE	15|16	10110		0														
#B区																								
2001	103302	2	41.95998 150.0925 48.1165		288.374	FALSE	15|16|17	10120		0														
2002	103302	2	29.28719 150.0925 48.40189		329.5382	FALSE	15|16|17	10120		0														
2003	103302	2	35.65458 150.0925 54.02026		189.298	FALSE	15|16|17	10120		0														
2004	103303	2	32.52739 150.0925 45.62659		160.5071	FALSE	15|16	10220		0														
2005	103303	2	36.38662 150.0925 45.97711		191.7738	FALSE	15|16	10220		0														
2006	103303	2	30.75468 150.0925 50.84539		273.4359	FALSE	15|16	10220		0														
2007	103303	2	43.92316 150.0925 53.23436		273.436	FALSE	15|16	10220		0														
2008	103303	2	42.87342 150.0925 55.63176		254.0819	FALSE	15|16	10220		0														
#C区																								
3001	103304	2	62.32036 150.0925 70.35741		208.7081	FALSE	15|16	10210		0														
3002	103302	2	64.0849 150.0925 62.77795		258.6107	FALSE	15|16|17	10120		0														
3003	103302	2	70.75364 150.0925 65.29885		254.2174	FALSE	15|16|17	10120		0														
3004	103301	2	62.78298 150.0925 63.62651		244.3861	FALSE	15|16	10110		0														
3005	103301	2	72.30392 150.0925 73.15382		239.9929	FALSE	15|16	10110		0														
3006	103305	2	74.0598 150.0925 73.24001		240.176	FALSE	15|16	10130		0														
3007	103303	2	61.50605 150.0925 72.31847		196.2613	FALSE	15|16	10220		0														
3008	103303	2	64.95317 150.0925 70.50711		220.4899	FALSE	15|16	10220		0														
